obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
1501,1.2376709648549809e+18,154.802851960836,17.2066890741438,22.35283,19.5716,18.03612,17.44717,17.04618,5935,301,3,255,6.009105474393496e+18,GALAXY,0.2440855,5337,55987,646
1502,1.2376805297423647e+18,348.918882138738,28.9759822516151,24.65889,24.04244,21.64316,20.31936,19.73857,8162,301,3,182,7.412957257561037e+18,GALAXY,0.5599479,6584,56568,117
1503,1.2376623373266455e+18,235.40913342928,35.4062907196546,20.66803,20.86045,20.45093,20.36574,20.63209,3926,301,5,60,1.2092283334950148e+19,QSO,1.126765,10740,58223,430
1504,1.237658203985871e+18,221.447572751801,43.2654077767377,20.58597,18.39371,17.18656,16.70597,16.36045,2964,301,2,493,6.807305288255035e+18,GALAXY,0.1805737,6046,56096,416
1505,1.2376683105499215e+18,226.809049376024,14.9508753131991,18.27711,17.14818,16.73143,16.57087,16.51731,5317,301,3,22,3.1131518014115287e+18,STAR,-8.023938e-05,2765,54535,140
1506,1.237652899156132e+18,43.1455709752469,-9.07427077995141,20.47276,20.28869,20.08035,19.88719,19.83197,1729,301,1,367,5.146050087973294e+17,QSO,1.517992,457,51901,250
1507,1.2376503710129203e+18,166.607358099648,-2.06339309391633,24.87525,23.83895,21.9267,20.63218,20.11316,1140,301,4,91,4.2481048239485967e+18,GALAXY,0.7592773,3773,55240,307
1508,1.237659326022484e+18,231.311896359708,50.5776910913571,21.0351,20.35037,20.29045,19.95523,19.96549,3225,301,4,133,9.451984275203447e+18,QSO,0.5894637,8395,57834,198
1509,1.2376529474551808e+18,7.64395607853967,-10.0314218122253,19.61695,18.44993,18.04788,17.88977,17.808,1740,301,3,72,3.4959720682546545e+18,STAR,-0.0003053044,3105,54825,192
1510,1.2376582045125184e+18,188.661265630253,49.8555708781902,20.19848,19.5877,19.49258,19.46661,19.25015,2964,301,3,337,7.509949848168454e+18,QSO,2.274245,6670,56389,718
1511,1.237651495761412e+18,127.409726374815,52.0790264085663,20.34176,25.11439,20.74912,24.36181,18.32355,1402,301,3,151,4.999806792121978e+17,STAR,-0.001048329,444,51883,295
1512,1.237651753993372e+18,141.236885705701,1.91421266867509,20.48671,20.07059,20.05775,20.05985,20.08619,1462,301,4,106,5.327266101602816e+17,QSO,1.242189,473,51929,640
1513,1.237661388690949e+18,247.393908589254,37.6236804495985,24.55121,21.92621,20.57249,19.54766,19.00316,3705,301,6,292,5.843477518196431e+18,STAR,-0.0004324499,5190,56077,207
1514,1.2376672099875553e+18,172.008036461404,28.2358788016542,19.61031,18.05949,17.40741,17.1338,16.99252,5061,301,1,373,3.627748537464365e+18,STAR,-0.0004868809,3222,54862,360
1515,1.2376576321903657e+18,149.401531097478,50.4911122923114,18.11407,16.83321,16.38978,16.20542,16.18934,2831,301,1,66,3.7379902470284657e+18,STAR,-8.419134e-05,3320,54912,9
1516,1.2376651296132966e+18,172.628353889782,35.3138581254415,23.06411,23.53673,21.47578,20.32217,19.60216,4576,301,6,381,1.1556450910659172e+19,GALAXY,0.678176,10264,58162,779
1517,1.2376536652579476e+18,147.852795522066,2.32117087455588,24.98636,21.56121,19.99233,19.01537,18.44594,1907,301,4,169,5.340203551124904e+18,GALAXY,0.5314346,4743,55645,219
1518,1.2376571909086907e+18,7.88930646144303,-0.142626575717853,20.24518,17.606,16.3526,15.85484,15.60477,2728,301,3,466,1.2644606854048256e+18,STAR,-5.653072e-05,1123,52882,273
1519,1.2376648541867215e+18,229.89870191711,29.2769773532558,20.86514,20.51041,20.06598,19.82415,19.58344,4512,301,5,201,4.367470829984045e+18,QSO,2.708905,3879,55244,382
1520,1.2376654275672806e+18,230.218383298066,21.1073160516482,23.18463,21.66064,21.42122,21.24607,20.98292,4646,301,1,238,4.4475119852661207e+18,STAR,-0.0001141836,3950,55680,754
1521,1.237679318017049e+18,3.34637568236172,9.56326867598261,23.82425,21.59949,19.65311,18.90261,18.42391,7880,301,2,65,6.35913170148736e+18,GALAXY,0.3576729,5648,55923,178
1522,1.2376582061215583e+18,182.951444904198,51.0719778012825,20.05806,19.02656,18.97732,19.02558,19.08447,2964,301,6,313,3.28665885947674e+18,STAR,-0.00021899,2919,54537,571
1523,1.237658423553295e+18,158.822154193793,6.6909259374421,25.31916,22.24024,20.66247,19.74472,19.33674,3015,301,3,298,5.463047587988e+18,GALAXY,0.4351883,4852,55689,659
1524,1.2376677817486543e+18,154.954279443149,19.0829400839894,22.76973,20.71812,18.99811,18.35001,17.93892,5194,301,2,275,6.623944131080377e+18,GALAXY,0.3245159,5883,56033,1000
1525,1.2376786195636557e+18,356.141036005113,3.05893808900787,25.05044,21.92737,20.30809,19.72269,19.30031,7717,301,5,304,1.270136165281958e+19,GALAXY,0.3435017,11281,58424,308
1526,1.2376785959277036e+18,325.015517721718,0.886886338307351,23.5175,22.4833,22.10121,21.31123,21.1823,7712,301,1,96,1.0391043624419e+19,GALAXY,0.8525699,9229,58015,412
1527,1.2376614337801756e+18,212.77654262437,43.3441478733114,21.80862,21.28531,20.08536,19.37675,19.03216,3716,301,2,171,6.820971393053906e+18,GALAXY,0.5223096,6058,56090,981
1528,1.2376503715457275e+18,157.321733814997,-1.41006254601241,22.82885,22.41096,20.78574,19.78792,19.3042,1140,301,5,29,4.314504057094167e+18,GALAXY,0.6041419,3832,55289,202
1529,1.2376487217905674e+18,232.452778452054,0.289559624842287,24.77148,22.55099,20.8736,19.8364,19.4911,756,301,4,779,4.515033263669271e+18,GALAXY,0.5450483,4010,55350,635
1530,1.2376503720955087e+18,186.814836408775,-1.33138832644339,22.1484,21.62348,21.44617,21.3036,21.35771,1140,301,6,226,4.269612095551855e+18,STAR,-0.0002906666,3792,55212,726
1531,1.2376582061189363e+18,173.475750343139,50.5934604808362,21.2159,19.65405,19.44234,19.14651,18.97301,2964,301,6,273,7.525653073622227e+18,QSO,2.828007,6684,56412,502
1532,1.237671123754812e+18,122.059889592404,7.88058791424919,21.28087,19.80008,19.2822,19.09058,18.97495,5972,301,3,42,2.337537039387355e+18,STAR,0.0002788242,2076,53442,614
1533,1.237660765380936e+18,144.629462832104,37.9562187602534,19.64511,18.40223,17.98594,17.8609,17.82225,3560,301,5,248,3.6288689398634e+18,STAR,-0.0001108313,3223,54865,340
1534,1.2376802849241836e+18,25.7246527386822,28.357485110464,22.37792,23.0344,22.01485,20.33923,19.33209,8105,301,3,105,8.653939755447507e+18,QSO,6.561166,7686,57015,993
1535,1.2376793217776356e+18,12.1404268007128,-6.14752263061049,21.73346,19.46808,17.99698,17.41898,17.02058,7881,301,1,103,8.055974473374128e+18,GALAXY,0.2092964,7155,56629,584
1536,1.2376651280274555e+18,237.025838506064,23.034444971317,20.02016,18.12785,17.13613,16.6244,16.27792,4576,301,3,759,2.442210273386326e+18,GALAXY,0.115609,2169,53556,485
1537,1.2376612120465247e+18,223.168811363411,43.842005622247,19.03491,18.07127,17.52282,17.09954,16.93258,3664,301,5,80,1.4525258246610227e+18,GALAXY,0.1516715,1290,52734,418
1538,1.237661360757539e+18,190.377742031047,46.5997526087468,20.59257,20.54843,20.22986,20.09386,20.34284,3699,301,2,46,8.353085058241026e+18,QSO,1.12549,7419,56811,122
1539,1.237678889594651e+18,25.7874467301283,-2.14184977943955,22.4084,19.54088,18.00893,17.40556,17.00142,7780,301,4,74,4.897877443480934e+18,GALAXY,0.2747059,4350,55556,774
1540,1.2376613612981455e+18,202.640893848319,45.8470520467598,24.00326,21.42233,19.86034,19.08669,18.60186,3699,301,3,103,7.46152158330961e+18,GALAXY,0.4222265,6627,56369,665
1541,1.2376619679719754e+18,200.327432508941,41.9622497707573,24.57121,22.61322,21.58697,20.40239,19.71189,3840,301,5,251,9.444316000428511e+18,GALAXY,0.6949681,8388,57488,973
1542,1.237654381978059e+18,138.451496108781,52.5122952454703,21.39647,21.36867,20.93276,20.81289,20.82814,2074,301,3,130,8.213711518354921e+18,QSO,1.03306,7295,57067,988
1543,1.237662306188919e+18,213.158749220691,38.5872499155508,24.9673,20.91875,19.10727,18.47824,18.08208,3919,301,3,72,5.305406483567237e+18,GALAXY,0.3585601,4712,55738,604
1544,1.2376672105145958e+18,147.428283350813,23.8225270521304,20.5823,18.5912,17.51441,17.06937,16.63802,5061,301,2,223,2.6357875448469524e+18,GALAXY,0.1301697,2341,53738,203
1545,1.2376646684346944e+18,153.830275095811,35.6699419229385,18.86136,17.75515,17.33407,17.16359,17.15226,4469,301,3,282,2.2000541040241807e+18,GALAXY,0.01458427,1954,53357,166
1546,1.2376576091126505e+18,132.053475041453,44.7960918801611,24.27885,23.48979,21.43781,20.16669,19.49912,2825,301,6,184,9.32375894100675e+18,GALAXY,0.7487952,8281,57042,661
1547,1.2376634792597263e+18,335.477950599302,0.0612373489284655,23.71742,23.07951,22.1029,21.69555,21.07526,4192,301,4,192,1.0404553873528476e+19,GALAXY,0.7262959,9241,58014,410
1548,1.237657627914994e+18,172.010142485867,50.6310477595672,19.5798,17.65274,16.68571,16.29065,15.94931,2830,301,1,365,9.897023416765256e+17,GALAXY,0.09342045,879,52365,132
1549,1.237661360759964e+18,198.366082860902,45.9881670264802,23.39915,21.69731,20.09887,19.16242,18.58895,3699,301,2,83,7.457989402473814e+18,GALAXY,0.4639596,6624,56385,103
1550,1.2376503715516257e+18,170.784945948245,-1.74584467638823,24.79598,22.52091,20.43322,19.50246,19.01085,1140,301,5,119,4.2493709116550897e+18,GALAXY,0.4821982,3774,55244,817
1551,1.2376802774070728e+18,359.130680389,27.8635684903133,22.21361,21.37388,19.49967,18.81493,18.40223,8103,301,5,91,7.330810819234781e+18,GALAXY,0.4426707,6511,56540,278
1552,1.2376655827222536e+18,258.610929662924,39.8546905633645,25.54205,20.98246,20.3228,20.01793,19.90468,4682,301,2,227,5.61171723041927e+18,STAR,-0.0004934748,4984,55827,844
1553,1.2376613629065303e+18,195.621745905079,47.9127909344046,23.9886,22.75211,20.47763,19.31681,18.76786,3699,301,6,69,7.504152398249875e+18,GALAXY,0.615319,6665,56390,107
1554,1.237663784211186e+18,31.5658052281077,0.181609259854991,20.34634,19.32942,18.77689,18.48043,18.31606,4263,301,4,326,7.90500243522218e+17,GALAXY,0.1523831,702,52178,431
1555,1.2376709659192205e+18,132.734225799935,13.1873123075642,22.19796,21.26424,19.79591,18.638,18.17017,5935,301,5,110,5.959527120137116e+18,GALAXY,0.5740359,5293,55953,505
1556,1.237666338115355e+18,16.819501686341,-1.01672666149932,20.03014,19.0095,18.30202,17.94608,17.71742,4858,301,1,467,1.2182361110384742e+18,GALAXY,0.195903,1082,52523,45
1557,1.2376625295269563e+18,208.71448778543,13.4348972103042,23.37455,22.57902,20.44097,19.3592,18.8429,3971,301,3,68,6.128541299736073e+18,GALAXY,0.5980837,5443,56010,975
1558,1.237664869218124e+18,154.676689263437,29.56296791699,25.4433,22.09372,21.7621,21.59138,21.5619,4516,301,1,186,1.1770207515517932e+19,GALAXY,0.9806823,10454,58135,181
1559,1.23766096294373e+18,148.211133428313,39.6154576278064,22.07365,21.29169,21.25681,21.51933,20.63241,3606,301,5,161,1.4378844534677443e+18,GALAXY,0.04579203,1277,52765,401
1560,1.2376554954432842e+18,204.726443849405,-1.87108552964741,19.54899,17.69495,16.67564,16.18862,15.79174,2333,301,5,53,1.026947474473904e+18,GALAXY,0.1156973,912,52427,461
1561,1.2376682966039268e+18,210.018864620158,17.1422306055798,17.88689,16.69924,16.20356,15.8746,15.72875,5314,301,1,215,3.1041847338949934e+18,GALAXY,0.06165732,2757,54509,286
1562,1.237680529203e+18,342.698049958315,27.6434114431457,24.19602,22.07595,20.52337,19.63246,19.06357,8162,301,2,144,7.087755802388486e+18,GALAXY,0.4964897,6295,56536,785
1563,1.2376651269325455e+18,182.836559705229,33.8328688456795,22.52521,19.85781,18.38371,17.7975,17.38308,4576,301,1,436,5.192804945527855e+18,GALAXY,0.2335793,4612,55590,562
1564,1.2376607648300419e+18,114.936147136913,18.8284799831842,25.27784,25.66732,22.1521,20.99307,19.72302,3560,301,4,34,1.2478548096878664e+19,GALAXY,0.8305926,11083,58515,725
1565,1.2376788251706655e+18,323.912201183548,3.89270918735861,26.84277,20.45226,18.64839,18.03182,17.52757,7765,301,4,82,4.597236877657135e+18,GALAXY,0.3692901,4083,55441,682
1566,1.2376619663506145e+18,167.63619839648,40.436417447482,18.74317,18.36775,17.86172,17.56248,17.19862,3840,301,2,87,1.6179470794165064e+18,QSO,0.2591352,1437,53046,105
1567,1.237663783144e+18,46.5248452444513,-0.646044535368282,20.96323,18.12962,16.75493,16.13814,15.79376,4263,301,2,426,1.704697720284932e+18,STAR,0.0001438237,1514,52931,310
1568,1.237651190820766e+18,130.787906253479,51.0727286428326,21.6576,21.43815,21.48082,21.30385,20.67703,1331,301,3,182,8.211277194141653e+18,QSO,1.967455,7293,56741,324
1569,1.2376634626061112e+18,348.036251238354,0.834003852257146,24.50783,22.90565,22.23183,23.19575,21.09025,4188,301,5,30,9.866445174485572e+18,GALAXY,0.2592341,8763,57309,670
1570,1.2376637831243374e+18,1.57414153318042,-0.768588774955886,25.13458,22.2687,21.55748,21.35284,21.01067,4263,301,2,126,1.0586859223672707e+19,QSO,2.322373,9403,58018,81
1571,1.2376794613637455e+18,22.3178796959222,19.9486448666464,26.30605,24.76011,22.08282,20.81169,19.89214,7913,301,5,98,8.588503969567104e+18,GALAXY,0.9317542,7628,56978,507
1572,1.237678858482811e+18,26.1006701279102,11.1422453369781,22.76385,21.54642,19.48877,18.95022,18.62887,7773,301,2,481,5.248993837997906e+18,GALAXY,0.242025,4662,55590,176
1573,1.2376650265117327e+18,173.83800756315,35.7092758579779,21.10177,18.9047,17.59377,17.11884,16.7789,4552,301,6,40,2.3790315091442007e+18,GALAXY,0.192259,2113,53468,18
1574,1.2376633321500188e+18,86.6578501482107,-0.63884533185114,23.1983,22.72988,20.48311,19.35242,18.47767,4158,301,2,84,1.404084639919794e+18,QSO,3.864637,1247,52677,318
1575,1.2376637890386332e+18,148.234368286169,69.5004560527757,20.15177,18.11757,16.99062,16.52216,16.14701,4264,301,5,259,2.115670178812422e+18,GALAXY,0.1289739,1879,54478,379
1576,1.237659324943958e+18,215.036348695466,55.7991290802639,19.54246,18.94535,18.20788,17.75005,17.56337,3225,301,2,60,1.3072759400652083e+18,QSO,0.1283296,1161,52703,386
1577,1.2376543835864435e+18,130.974555565112,49.9314041264739,20.86532,18.85884,17.67494,17.14192,16.74423,2074,301,6,96,5.807527058629481e+18,GALAXY,0.1824414,5158,55913,492
1578,1.2376622374873992e+18,233.334865529721,6.64246837722552,21.56501,18.84074,17.62423,16.41021,16.15751,3903,301,3,346,2.0491989239474688e+18,STAR,2.407654e-05,1820,54208,222
1579,1.23766553708082e+18,245.543575204123,18.3013143596485,20.39779,20.17185,19.79599,19.71069,19.83817,4671,301,5,114,3.3429568792979313e+18,QSO,1.29682,2969,54586,582
1580,1.2376515338751839e+18,137.322523555572,57.4532953243786,22.99365,21.02315,19.9837,19.49653,19.36899,1411,301,2,89,8.194531362205881e+18,STAR,-0.0008214187,7278,57041,843
1581,1.2376648176770747e+18,183.66994774507,36.4824686354318,22.73792,21.23767,20.15436,19.3226,18.94004,4504,301,1,164,5.193974001282865e+18,GALAXY,0.5205646,4613,55591,719
1582,1.2376663016279903e+18,47.2341862576471,0.732158468056692,20.39584,19.71195,19.50802,19.51389,19.26613,4849,301,5,770,1.7047142129593487e+18,QSO,2.314363,1514,52931,370
1583,1.2376634792592676e+18,334.415764608683,0.0567028754282751,22.79682,21.76564,21.55252,21.62303,22.44523,4192,301,4,185,1.0402258643072604e+19,GALAXY,0.7516484,9239,58018,252
1584,1.2376591611961674e+18,228.502206387527,47.4188021328578,21.13981,20.86553,20.60956,20.14247,20.46424,3187,301,1,27,9.492540305444198e+18,QSO,1.564533,8431,57482,284
1585,1.237662335721472e+18,246.077504421901,26.9712288514897,18.58832,17.37067,17.57845,17.72262,17.84082,3926,301,2,143,1.5853471056506655e+18,STAR,-0.0006219405,1408,52822,291
1586,1.237655126088352e+18,196.783777294062,5.43359436979057,25.00405,21.60199,20.10168,19.30633,18.9229,2247,301,5,240,5.447157720770959e+18,GALAXY,0.4270647,4838,55686,196
1587,1.2376602397778903e+18,52.5419666656134,-0.641658180927483,20.62191,19.21859,18.57571,18.32989,18.17824,3438,301,2,150,2.32954688728101e+18,STAR,0.0001678295,2069,53376,218
1588,1.237662635834344e+18,230.189912242417,9.62501709995916,24.98341,21.34733,19.51591,18.74893,18.3728,3996,301,1,174,1.9365861124577956e+18,GALAXY,0.4416934,1720,53854,139
1589,1.2376623061858383e+18,204.335724424637,40.4233691768925,23.39875,20.21815,18.45802,17.77287,17.35671,3919,301,3,25,1.648336482051582e+18,GALAXY,0.3963515,1464,53091,69
1590,1.2376663386532088e+18,19.0732617299887,-0.500847534936828,20.62813,18.77401,17.83216,17.40296,17.062,4858,301,2,482,1.6877429772811244e+18,GALAXY,0.1768129,1499,53001,69
1591,1.2376785792911936e+18,358.431868269435,24.1408727931715,18.76813,18.40435,18.31907,18.11699,18.06674,7708,301,2,195,8.553692606714109e+18,QSO,1.626494,7597,56973,840
1592,1.2376654431331942e+18,212.655032158323,28.011593604918,25.04259,21.0607,19.68168,18.84748,18.62363,4649,301,6,187,6.768007918162041e+18,GALAXY,0.3502487,6011,56103,813
1593,1.2376583006001564e+18,140.857276245021,6.44476572939106,17.63727,16.05197,15.36649,14.95549,14.69882,2986,301,6,150,1.3454746236339095e+18,GALAXY,0.07548906,1195,52724,88
1594,1.237662195595281e+18,169.497209146169,42.2914312185096,23.199,21.69856,21.33937,21.24679,20.91846,3893,301,5,99,9.42065698311008e+18,STAR,-0.0001180187,8367,57429,918
1595,1.2376788896009423e+18,40.2539264872453,-1.98480933513654,20.04618,19.81908,19.70541,19.5174,19.57921,7780,301,4,170,8.811457713978758e+18,QSO,1.585444,7826,56931,600
1596,1.2376570700884872e+18,34.5638070683589,-0.426240057331255,21.28805,19.30601,18.00248,17.4744,17.04929,2700,301,2,96,1.7542384214018888e+18,GALAXY,0.2728997,1558,53271,314
1597,1.2376677345014587e+18,166.916009879765,20.8758946105648,22.41059,21.81447,20.5239,19.48674,19.0608,5183,301,2,236,6.617074107686345e+18,GALAXY,0.6236842,5877,56041,583
1598,1.2376788251771535e+18,338.815065848709,4.65620461241312,21.595,21.72722,21.16597,21.21419,20.98688,7765,301,4,181,1.2727294184719145e+19,GALAXY,0.3516164,11304,58448,442
1599,1.237665127453492e+18,141.513162621842,26.1906978393808,25.47113,23.31794,21.80812,20.34204,19.58391,4576,301,2,193,1.3146122628946483e+19,GALAXY,0.8138431,11676,58512,419
1600,1.2376503715593585e+18,188.437004995081,-1.78770240756006,18.57057,17.63045,17.2324,17.01157,16.84033,1140,301,5,237,3.772685864455639e+17,GALAXY,0.0230451,335,52000,335
1601,1.2376613618342295e+18,200.324891634611,46.5378576058868,18.64444,16.80022,15.94989,15.55113,15.22111,3699,301,4,91,1.6472883721226424e+18,GALAXY,0.05782904,1463,53063,352
1602,1.2376789057188664e+18,23.3042476550064,8.73230821318027,25.24337,21.0811,20.07319,19.36305,18.97208,7784,301,2,350,5.120715740111198e+18,GALAXY,0.1560646,4548,55565,447
1603,1.237662530063303e+18,207.554418103915,14.0423852772757,19.84311,17.78772,16.70656,16.2419,15.87311,3971,301,4,60,2.0008566903202383e+18,GALAXY,0.1357473,1777,53857,482
1604,1.237659326032249e+18,252.273830905702,34.3371621944759,21.46531,20.98208,20.95305,20.60103,20.5063,3225,301,4,282,1.2281443593106e+19,QSO,1.747763,10908,58392,463
1605,1.2376582061144148e+18,158.075259099743,47.9497431904173,23.75358,21.36192,19.97518,18.7369,18.07619,2964,301,6,204,8.316163182197758e+18,STAR,-0.0001596953,7386,56769,969
1606,1.237658298993607e+18,150.284462934139,5.95912213343318,19.44347,17.84636,17.27308,16.97152,16.72925,2986,301,3,212,1.1203182818828227e+18,GALAXY,0.05748382,995,52731,174
1607,1.237658205029925e+18,130.130591317244,34.8999933713311,20.03174,18.54223,17.57859,17.08973,16.80807,2964,301,4,40,1.050608693432838e+18,GALAXY,0.1984853,933,52642,524
1608,1.237666406848136e+18,37.2307833074643,-0.873170369062703,24.15438,22.84273,21.22037,20.07809,19.53016,4874,301,1,670,4.2154839626998313e+18,GALAXY,0.5708271,3744,55209,417
1609,1.2376648799512172e+18,145.155278904713,31.2645419550823,21.97341,21.25766,21.89866,21.5234,23.10174,4518,301,5,120,1.17601208711085e+19,GALAXY,0.7528014,10445,58158,350
1610,1.2376663000213755e+18,56.4037600633779,-0.534641801140737,22.73959,21.42569,19.43173,18.69128,18.28813,4849,301,2,831,2.971252671991802e+18,GALAXY,0.3655712,2639,54116,10
1611,1.2376598891924035e+18,2.43579736650213,33.6778314868823,22.64874,20.12802,18.34999,17.71025,17.3213,3356,301,5,16,8.023235414122059e+18,GALAXY,0.3329674,7126,56568,264
1612,1.2376802672033802e+18,331.319266334479,16.1301500035849,22.4498,21.53348,21.4342,21.35245,20.73597,8101,301,2,43,5.669084799387851e+18,QSO,2.246766,5035,55829,650
1613,1.2376611379574213e+18,146.935019882839,35.6876514082944,20.34314,20.20504,19.92462,19.93095,20.08773,3647,301,3,66,9.966579350043386e+18,QSO,1.363485,8852,57449,412
1614,1.2376546026355428e+18,146.250543085615,4.7773466193957,22.71795,20.95568,19.07531,18.42596,18.02626,2125,301,6,184,6.419067460628255e+17,GALAXY,0.3850735,570,52266,523
1615,1.2376802725751035e+18,337.65793506825,20.5693173044545,21.31973,20.20157,19.98798,19.95424,19.80465,8102,301,4,89,8.536602347509667e+18,QSO,2.449387,7582,56960,106
1616,1.237671129667142e+18,180.684683130679,9.5799293791204,22.12507,21.68113,21.62732,21.67717,21.20642,5973,301,6,145,6.069863937406687e+18,QSO,1.934943,5391,56000,500
1617,1.2376802774103498e+18,7.67960717341725,27.9454708115589,24.96149,24.37635,22.20926,20.98846,19.84259,8103,301,5,141,8.66178257769335e+18,GALAXY,0.7889725,7693,57361,853
1618,1.2376543814380426e+18,130.782955758066,47.2558083519103,25.36307,21.11539,19.30956,18.65757,18.20793,2074,301,2,82,5.81089101537741e+18,GALAXY,0.4230659,5161,55968,442
1619,1.2376591633498767e+18,244.639357470978,39.0999873392157,23.85487,20.60629,18.86979,18.2483,17.90437,3187,301,5,122,1.5042141415801098e+18,GALAXY,0.3281946,1336,52759,43
1620,1.2376621956110093e+18,217.056107977365,38.5805313190943,24.17584,22.21341,21.807,22.16128,21.7478,3893,301,5,339,1.2105711674906139e+19,GALAXY,0.2004387,10752,58488,130
1621,1.2376648531066232e+18,213.664298389867,33.9133095835643,24.92744,22.77951,20.67324,19.66658,19.14984,4512,301,3,104,4.349506459857607e+18,GALAXY,0.5310267,3863,55280,564
1622,1.2376602397778248e+18,52.3049681373733,-0.705712368843819,17.99456,16.87013,16.52316,16.38755,16.35755,3438,301,2,149,2.307050329184692e+18,STAR,8.419521e-05,2049,53350,296
1623,1.2376503715583104e+18,186.036417744357,-1.70049371098056,23.93436,22.32246,20.84311,19.8349,19.37057,1140,301,5,221,4.269559593871628e+18,GALAXY,0.5088158,3792,55212,535
1624,1.2376582061199196e+18,177.066979180357,50.8598800752026,18.6226,17.68702,17.41747,17.32719,17.30177,2964,301,6,288,7.524517278177843e+18,STAR,0.0001563558,6683,56416,466
1625,1.2376640928992463e+18,130.21983569638,25.3430202825546,23.13683,22.4903,21.83097,21.3941,21.34355,4335,301,3,132,1.0808844850361e+19,GALAXY,1.031062,9600,58106,748
1626,1.237661137423958e+18,156.2388574497,38.2021940461143,20.63468,20.12856,19.9262,19.48728,19.29917,3647,301,2,118,9.970096143538084e+18,QSO,0.5558949,8855,57780,918
1627,1.2376786195738135e+18,19.44755017593,3.02922560603509,21.09001,19.07225,17.72745,17.21233,16.88084,7717,301,5,459,4.856129541780036e+18,GALAXY,0.1989419,4313,55857,448
1628,1.2376654431319493e+18,209.351431709177,28.6467395917116,21.04393,19.29272,17.82917,17.25607,16.94705,4649,301,6,168,2.384799827927e+18,GALAXY,0.2533633,2118,53820,523
1629,1.237661970112643e+18,186.860028812557,6.26276812408485,14.59371,13.24162,12.64922,12.32086,12.18811,3841,301,1,147,1.8307265009161605e+18,GALAXY,0.004828318,1626,53472,48
1630,1.237660241924e+18,49.3784216815233,0.955019521234474,24.1176,23.18698,21.6459,20.52647,20.11943,3438,301,6,129,8.006410396678492e+17,STAR,0.0002841419,711,52202,459
1631,1.237653442985984e+18,353.233045314934,-8.67097161187955,19.80941,18.90166,18.53945,18.42577,18.38045,1855,301,6,56,3.5411004231024394e+18,STAR,-0.0003186036,3145,54801,528
1632,1.2376794597488067e+18,11.7378492486354,19.4209633261828,20.18773,19.7684,19.72538,19.50053,19.25144,7913,301,2,32,6.980692226671401e+18,QSO,2.164371,6200,56217,410
1633,1.2376623019000463e+18,220.746487001831,46.4369199925508,20.2622,19.82784,19.56487,19.30284,19.33237,3918,301,3,165,9.56026307499028e+18,QSO,1.789827,8491,57488,898
1634,1.2376672539966835e+18,137.184806419856,21.0410402781186,26.80023,22.18225,20.59936,19.63706,19.30581,5071,301,3,155,6.498779300283832e+18,GALAXY,0.553647,5772,56003,309
1635,1.237668311093937e+18,243.110211963042,11.0281499676041,21.42084,20.81778,20.82352,20.59215,20.00856,5317,301,4,131,5.860477616608532e+18,STAR,0.0001592771,5205,56040,613
1636,1.2376663016286456e+18,48.7879187616991,0.827374593140362,22.8487,21.82043,19.83381,18.84917,18.35913,4849,301,5,780,1.7047829324360847e+18,GALAXY,0.5046654,1514,52931,620
1637,1.2376593303178447e+18,251.534857824791,34.8452910920657,21.18692,19.82328,19.9191,20.01864,20.12092,3226,301,4,139,3.892325122014552e+18,STAR,-0.001089617,3457,54984,324
1638,1.2376507623869647e+18,171.820584513672,-1.99468109403352,25.665,22.29665,21.12041,20.27991,20.20111,1231,301,5,17,4.249154857620232e+18,GALAXY,0.6199777,3774,55244,31
1639,1.2376613612955896e+18,194.224367120608,46.7261213461726,25.89212,20.75887,19.00674,18.43303,18.14512,3699,301,3,64,7.451381612737223e+18,GALAXY,0.3569938,6618,56401,640
1640,1.2376785792934218e+18,3.93466863914915,24.2797886029451,19.2752,17.20142,16.27206,15.83733,15.49171,7708,301,2,229,7.747547991272348e+18,GALAXY,0.0727778,6881,56540,839
1641,1.237666216225014e+18,18.9635307157226,31.7744626744778,21.19789,19.55716,18.82532,18.5296,18.34844,4829,301,6,152,2.320578451431516e+18,STAR,-0.0003610447,2061,53711,359
1642,1.2376793233965059e+18,31.0781839274072,-4.47593308311334,27.64604,22.59369,20.89661,20.00006,19.56517,7881,301,4,229,4.946203459932412e+18,GALAXY,0.4913281,4393,55944,455
1643,1.2376786195511383e+18,327.529194185457,2.52609873351425,22.74248,22.33917,20.68915,19.65502,19.28376,7717,301,5,113,4.6004405797464535e+18,GALAXY,0.5052712,4086,55446,49
1644,1.2376637831186353e+18,348.543313123734,-0.837579511589249,23.39699,22.34825,21.34701,20.96656,20.77607,4263,301,2,39,1.0306560999197792e+19,STAR,-0.0005760789,9154,58013,266
1645,1.237665535471649e+18,247.969791475217,15.618053488018,17.57157,16.39016,16.138,16.05895,16.051,4671,301,2,136,2.4872152143453486e+18,STAR,5.584212e-05,2209,53907,372
1646,1.2376655317168947e+18,225.997271692784,21.3221275649154,19.97263,19.06111,18.66306,18.48358,18.41843,4670,301,3,187,6.644166898794912e+18,STAR,-0.0003279192,5901,56039,842
1647,1.237663916269699e+18,128.807716443907,59.1523606281978,26.05337,20.08008,18.5487,17.92586,17.63174,4294,301,2,147,5.796270813490731e+18,GALAXY,0.2347521,5148,56220,502
